player,pos,age,playingtime_mp,playingtime_starts,playingtime_min,playingtime_90s,performance_gls,performance_ast,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per90minutes_gls,per90minutes_ast,per90minutes_g+a,per90minutes_g-pk,per90minutes_g+a-pk,expected_xg,expected_npxg,expected_xa,expected_npxg+xa,per90minutes_xg,per90minutes_xa,per90minutes_xg+xa,per90minutes_npxg,per90minutes_npxg+xa,matches
Nahuel Molina,DF,23.0,5,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
Nicolás González,FW,22.0,5,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,1.8,0.47,0.04,0.51,0.47,0.51,Matches
Gonzalo Montiel,DF,24.0,4,3,339.0,3.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.07,0.14,0.21,0.07,0.21,Matches
Nicolás Tagliafico,DF,28.0,5,3,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.06,0.01,0.08,0.06,0.08,Matches
Cristian Romero,DF,22.0,3,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
Ángel Di María,"FW,MF",32.0,6,2,277.0,3.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.32,0.65,0.32,0.65,1.0,1.0,1.1,2.1,0.32,0.35,0.67,0.32,0.67,Matches
Sergio Agüero,FW,32.0,4,2,132.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.0,0.68,0.7,0.7,0.3,1.1,0.5,0.23,0.73,0.5,0.73,Matches
Papu Gómez,FW,32.0,2,2,126.0,1.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,1.43,1.43,0.7,0.7,0.2,0.9,0.5,0.12,0.62,0.5,0.62,Matches
Exequiel Palacios,MF,22.0,4,1,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.02,0.07,0.05,0.07,Matches
Franco Armani,GK,34.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Martínez Quarta,DF,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lisandro Martínez,DF,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.24,0.0,0.24,0.24,0.24,Matches
Ángel Correa,FW,25.0,2,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.9,0.33,1.22,0.9,1.22,Matches
Joaquín Correa,FW,26.0,3,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julián Álvarez,FW,21.0,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.31,0.0,0.31,0.31,0.31,Matches
Nicolás Domínguez,MF,22.0,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Marchesín,GK,32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
Juan Musso,GK,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,27.7,7,77,660.0,7.3,12.0,8.0,11.0,1.0,1.0,18.0,0.0,1.64,1.09,2.73,1.5,2.59,14.2,13.4,8.1,21.5,1.93,1.1,3.03,1.83,2.93,
Opponent Total,,27.7,7,77,660.0,7.3,3.0,2.0,3.0,0.0,1.0,21.0,1.0,0.41,0.27,0.68,0.41,0.68,4.8,4.4,3.6,8.0,0.66,0.49,1.15,0.6,1.09,
