player,pos,age,playingtime_mp,playingtime_starts,playingtime_min,playingtime_90s,performance_gls,performance_ast,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per90minutes_gls,per90minutes_ast,per90minutes_g+a,per90minutes_g-pk,per90minutes_g+a-pk,expected_xg,expected_npxg,expected_xa,expected_npxg+xa,per90minutes_xg,per90minutes_xa,per90minutes_xg+xa,per90minutes_npxg,per90minutes_npxg+xa,matches
Miguel Trauco,DF,28.0,4,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.05,0.06,0.12,0.05,0.12,Matches
Marcos López,DF,21.0,4,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,Matches
Anderson Santamaría,DF,29.0,3,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Abram,DF,24.0,2,1,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.11,0.0,0.11,0.11,0.11,Matches
Miguel Araujo,"DF,FW",26.0,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Ormeño,"FW,MF",26.0,6,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.06,0.23,0.29,0.06,0.29,Matches
Wilder Cartagena,MF,26.0,4,0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raziel García,FW,26.0,4,0,86.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,0.0,1.05,0.1,0.1,0.2,0.3,0.12,0.18,0.3,0.12,0.3,Matches
Jhilmar Lora,DF,20.0,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Álex Valera,FW,24.0,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.57,0.0,1.57,1.57,1.57,Matches
Luis Iberico,"FW,MF",22.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gerald Távara,MF,21.0,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.54,0.54,0.0,0.54,Matches
Alexis Arias,MF,25.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos Cáceda,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
José Carvallo,GK,34.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
Renzo Garcés,DF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,28.7,7,77,660.0,7.3,8.0,6.0,8.0,0.0,0.0,14.0,1.0,1.09,0.82,1.91,1.09,1.91,8.2,8.2,5.3,13.4,1.11,0.72,1.83,1.11,1.83,
Opponent Total,,27.3,7,77,660.0,7.3,13.0,7.0,12.0,1.0,1.0,12.0,1.0,1.77,0.95,2.73,1.64,2.59,11.1,10.3,7.1,17.4,1.51,0.96,2.48,1.41,2.37,
